name	bsever	status	type	lastModified	contrbutionPI	contributor	abstract	filepath
aug-cc-pVTZ-J		published	orbital	Fri, 08 Jun 2012 18:50:59 GMT	Stephan P. A. Sauer	Stephan P. A. Sauer	Modification of the aug-cc-pVTZ basis sets for the calculation of indirect nuclear spin-spin coupling constants (SSCC)	/files/projects/Basis_Set_Curators/Gaussian/contrib/sauer_correction_0/AUG-CC-PVTZ-J.xml
aug-cc-pVTZ-PP		published	ecporb	Tue, 14 Oct 2008 19:37:00 GMT		Dr. David Feller	VTZPD   Valence Triple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/AUG-CC-PVTZ-PP-AGG.xml
aug-cc-pVTZ-PP MP2 Fitting		published	orbital	Tue, 26 Jun 2012 17:36:32 GMT	Grant Hill	Grant Hill	MP2 auxiliary basis for use with aug-cc-pVTZ-PP AO basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_7/AUG-CC-PVTZ-PPMP2FITTING.xml
aug-cc-pVTZ-PP_OPTRI		published	orbital	Tue, 26 Jun 2012 17:37:07 GMT	Grant Hill	Grant Hill	CABS RI basis sets for F12 matched to aug-cc-pVTZ-PP orbital basis sets	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_27/AUG-CC-PVTZ-PP_OPTRI.xml
aug-cc-pwCV5Z	0	published	orbital	Mon, 15 Jan 2007 23:46:17 GMT		Dr. David Feller	5Z4P    Quintuple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/AUG-CC-PWCV5Z-AGG.xml
aug-cc-pwCV5Z-DK		published	orbital	Mon, 15 Jan 2007 23:45:39 GMT		Dr. David Feller	V5ZPD   All-electron Douglas-Kroll Core-Valence Quintuple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/AUG-CC-PWCV5Z-DK-AGG.xml
aug-cc-pwCV5Z-NR		published	orbital	Mon, 15 Jan 2007 23:45:45 GMT		Dr. David Feller	V5ZPD   All-electron non-relativistic Core-Valence Quintuple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/AUG-CC-PWCV5Z-NR-AGG.xml
aug-cc-pwCV5Z-PP MP2 Fitting		published	orbital	Tue, 13 May 2014 18:34:50 GMT	Grant Hill	Grant Hill	MP2 auxiliary basis for use with aug-cc-pwCV5Z-PP AO basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_42/AUG-CC-PWCV5Z-PPMP2FITTING.xml
aug-cc-pwCV5Z-PP_OPTRI		published	orbital	Tue, 26 Jun 2012 17:37:46 GMT	Grant Hill	Grant Hill	CABS RI basis sets for F12 matched to aug-cc-pwCV5Z-PP orbital basis sets	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_33/AUG-CC-PWCV5Z-PP_OPTRI.xml
aug-cc-pwCVDZ	0	published	orbital	Mon, 15 Jan 2007 23:46:18 GMT		Dr. David Feller	DZP     Double Zeta + Polarization + Tight Core	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/AUG-CC-PWCVDZ-AGG.xml
aug-cc-pwCVDZ-PP MP2 Fitting		published	orbital	Tue, 13 May 2014 18:29:04 GMT	Grant Hill	Grant Hill	MP2 auxiliary basis for use with aug-cc-pwCVDZ-PP AO basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_39/AUG-CC-PWCVDZ-PPMP2FITTING.xml
aug-cc-pwCVDZ-PP_OPTRI		published	orbital	Tue, 26 Jun 2012 17:38:01 GMT	Grant Hill	Grant Hill	CABS RI basis sets for F12 matched to aug-cc-pwCVDZ-PP orbital basis sets	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_30/AUG-CC-PWCVDZ-PP_OPTRI.xml
aug-cc-pwCVQZ	0	published	orbital	Mon, 15 Jan 2007 23:46:17 GMT		Dr. David Feller	QZ3PD   Quadruple Zeta + Polarization +Diffuse on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/AUG-CC-PWCVQZ-AGG.xml
aug-cc-pwCVQZ-DK		published	orbital	Mon, 15 Jan 2007 23:45:40 GMT		Dr. David Feller	VQZPD   All-electron Douglas-Kroll Core-Valence Quadruple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/AUG-CC-PWCVQZ-DK-AGG.xml
aug-cc-pwCVQZ-DK3		published	orbital	Wed, 04 Apr 2018 19:36:43 GMT	K.A. Peterson	Paul Jerabek	Douglas-Kroll correlation consistent polarized Core Valence Quadruple-Zeta Basis Set for Rn, Augmenting Functions	/files/projects/Basis_Set_Curators/Gaussian/contrib/PJerabek_new/AUG-CC-PWCVQZ-DK3.xml
aug-cc-pwCVQZ-NR		published	orbital	Mon, 15 Jan 2007 23:45:45 GMT		Dr. David Feller	VQZPD   All-electron non-relativistic Core-Valence Quadruple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/AUG-CC-PWCVQZ-NR-AGG.xml
aug-cc-pwCVQZ-PP MP2 Fitting		published	orbital	Tue, 13 May 2014 18:32:52 GMT	Grant Hill	Grant Hill	MP2 auxiliary basis for use with aug-cc-pwCVQZ-PP AO basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_41/AUG-CC-PWCVQZ-PPMP2FITTING.xml
aug-cc-pwCVQZ-PP_OPTRI		published	orbital	Tue, 26 Jun 2012 17:38:15 GMT	Grant Hill	Grant Hill	CABS RI basis sets for F12 matched to aug-cc-pwCVQZ-PP orbital basis sets	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_32/AUG-CC-PWCVQZ-PP_OPTRI.xml
aug-cc-pwCVTZ	0	published	orbital	Mon, 15 Jan 2007 23:46:17 GMT		Dr. David Feller	TZ2PD   Triple Zeta + Polarization + Diffuse on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/AUG-CC-PWCVTZ-AGG.xml
aug-cc-pwCVTZ-DK		published	orbital	Mon, 15 Jan 2007 23:45:40 GMT		Dr. David Feller	VTZ2P   All-electron Douglas-Kroll Core-Valence Triple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/AUG-CC-PWCVTZ-DK-AGG.xml
aug-cc-pwCVTZ-NR		published	orbital	Mon, 15 Jan 2007 23:45:45 GMT		Dr. David Feller	VTZ2P   All-electron non-relativistic Core-Valence Triple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/AUG-CC-PWCVTZ-NR-AGG.xml
aug-cc-pwCVTZ-NR MP2 Fitting		published	orbital	Tue, 13 May 2014 18:37:23 GMT	Grant Hill	Grant Hill	MP2 auxiliary basis for use with aug-cc-pwCVTZ-NR AO basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_44/AUG-CC-PWCVTZ-NRMP2FITTING.xml
aug-cc-pwCVTZ-PP MP2 Fitting		published	orbital	Tue, 13 May 2014 18:31:12 GMT	Grant Hill	Grant Hill	MP2 auxiliary basis for use with aug-cc-pwCVTZ-PP AO basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_40/AUG-CC-PWCVTZ-PPMP2FITTING.xml
aug-cc-pwCVTZ-PP_OPTRI		published	orbital	Tue, 26 Jun 2012 17:38:38 GMT	Grant Hill	Grant Hill	CABS RI basis sets for F12 matched to aug-cc-pwCVTZ-PP orbital basis sets	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_31/AUG-CC-PWCVTZ-PP_OPTRI.xml
aug-mcc-pV5Z		published	orbital	Tue, 16 Dec 2008 22:16:08 GMT		Dr. David Feller	V5Z4PD  Valence Quintuple Zeta + Polarization + Diffuse	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/AUG-MCC-PV5Z.xml
aug-mcc-pV6Z		published	orbital	Tue, 16 Dec 2008 22:19:58 GMT		Dr. David Feller	V6Z5P   Valence Sextuple Zeta + Polarization + Diffuse	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/AUG-MCC-PV6Z.xml
aug-mcc-pV7Z		published	orbital	Tue, 16 Dec 2008 22:21:51 GMT		Dr. David Feller	V7Z6P   Valence Septuple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/AUG-MCC-PV7Z.xml
aug-mcc-pV8Z		published	orbital	Tue, 16 Dec 2008 22:18:36 GMT		Dr. David Feller	V8Z7P   Valence Octuple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/AUG-MCC-PV8Z.xml
aug-mcc-pVQZ		published	orbital	Tue, 16 Dec 2008 22:22:32 GMT		Dr. David Feller	VQZ3PD  Valence Quadruple Zeta + Polarization + Diffuse	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/AUG-MCC-PVQZ.xml
aug-mcc-pVTZ		published	orbital	Tue, 16 Dec 2008 22:23:02 GMT		Dr. David Feller	VTZ2PD  Valence Triple Zeta + Polarization + Diffuse	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/AUG-MCC-PVTZ.xml
aug-pc-0	0	published	orbital	Wed, 23 Jan 2013 18:30:00 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_8/AUG-PC-0.xml
aug-pc-1	0	published	orbital	Wed, 23 Jan 2013 18:29:49 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_7/AUG-PC-1.xml
aug-pc-2	0	published	orbital	Wed, 23 Jan 2013 18:30:14 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_6/AUG-PC-2.xml
aug-pc-3	0	published	orbital	Wed, 23 Jan 2013 18:31:42 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_correction/AUG-PC-3.xml
aug-pc-4	0	published	orbital	Wed, 23 Jan 2013 18:31:38 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_4/AUG-PC-4.xml
aug-pc-infinity		published	orbital	Mon, 24 Sep 2018 18:50:29 GMT	Bryan M. Wong	Susi Lehtola	aug-pc-4 basis set augmented by a large number of diffuse s and p functions	/files/projects/Basis_Set_Curators/Gaussian/contrib/jussilehtola_new_26/AUG-PC-INFINITY.xml
aug-pcJ-0	0,1	published	orbital	Mon, 27 Dec 2010 21:24:23 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_correction_10/AUG-PCJ-0.xml
aug-pcJ-0_2006	0	published	orbital	Mon, 27 Dec 2010 21:11:17 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_14/AUG-PCJ-0.xml
aug-pcJ-1	0,1	published	orbital	Mon, 27 Dec 2010 21:24:20 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_correction_11/AUG-PCJ-1.xml
aug-pcJ-1_2006	0	published	orbital	Mon, 27 Dec 2010 21:11:30 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_15/AUG-PCJ-1.xml
aug-pcJ-2	0,1	published	orbital	Mon, 27 Dec 2010 21:24:19 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_correction_12/AUG-PCJ-2.xml
aug-pcJ-2_2006	0	published	orbital	Mon, 27 Dec 2010 21:11:59 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_16/AUG-PCJ-2.xml
aug-pcJ-3	0,1	published	orbital	Mon, 27 Dec 2010 21:23:59 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_correction_13/AUG-PCJ-3.xml
aug-pcJ-3_2006	0	published	orbital	Mon, 27 Dec 2010 21:12:06 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_17/AUG-PCJ-3.xml
aug-pcJ-4	0,1	published	orbital	Mon, 27 Dec 2010 21:29:04 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_correction_14/AUG-PCJ-4.xml
aug-pcJ-4_2006	0	published	orbital	Mon, 27 Dec 2010 21:12:21 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_18/AUG-PCJ-4.xml
aug-pcS-0	0	published	orbital	Thu, 02 Oct 2008 00:28:11 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_19/AUG-PCS-0.xml
aug-pcS-1	0	published	orbital	Thu, 02 Oct 2008 00:27:57 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_20/AUG-PCS-1.xml
aug-pcS-2	0	published	orbital	Thu, 02 Oct 2008 00:27:44 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_21/AUG-PCS-2.xml
aug-pcS-3	0	published	orbital	Tue, 18 Jan 2011 18:59:12 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_22/AUG-PCS-3.xml
aug-pcS-4	0	published	orbital	Thu, 02 Oct 2008 00:25:59 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_23/AUG-PCS-4.xml
aug-pcseg-0	0,1	published	orbital	Fri, 25 Apr 2014 18:05:40 GMT	Frank Jensen	Frank Jensen	Valence Double Zeta, Diffuse Augmented, DFT Optimized	/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_34/AUG-PCSEG-0.xml
aug-pcseg-1	0,1	published	orbital	Fri, 25 Apr 2014 18:10:53 GMT	Frank Jensen	Frank Jensen	Polarized Valence Double Zeta, Diffuse Augmented, DFT Optimized	/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_35/AUG-PCSEG-1.xml
aug-pcseg-2	0,1	published	orbital	Fri, 25 Apr 2014 18:12:19 GMT	Frank Jensen	Frank Jensen	Polarized Valence Triple Zeta, Diffuse Augmented, DFT Optimized	/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_36/AUG-PCSEG-2.xml
aug-pcseg-3	0,1	published	orbital	Fri, 25 Apr 2014 18:13:36 GMT	Frank Jensen	Frank Jensen	Polarized Valence Quadruple Zeta, Diffuse Augmented, DFT Optimized	/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_37/AUG-PCSEG-3.xml
aug-pcseg-4	0,1	published	orbital	Fri, 25 Apr 2014 18:14:48 GMT	Frank Jensen	Frank Jensen	Polarized Valence Pentuble Zeta, Diffuse Augmented, DFT Optimized	/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_38/AUG-PCSEG-4.xml
aug-pcSseg-0	0,1	published	orbital	Wed, 14 Jan 2015 17:18:25 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_44/AUG-PCSSEG-0.xml
aug-pcSseg-1	0,1	published	orbital	Wed, 14 Jan 2015 17:20:45 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_45/AUG-PCSSEG-1.xml
aug-pcSseg-2	0,1	published	orbital	Wed, 14 Jan 2015 17:23:03 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_46/AUG-PCSSEG-2.xml
aug-pcSseg-3	0,1	published	orbital	Wed, 14 Jan 2015 17:24:05 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_47/AUG-PCSSEG-3.xml
aug-pcSseg-4	0,1	published	orbital	Wed, 14 Jan 2015 17:25:27 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_48/AUG-PCSSEG-4.xml
aug-pV7Z		published	orbital	Tue, 16 Dec 2008 22:07:23 GMT		Dr. David Feller	V7Z6P   Valence Septuple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/AUG-PV7Z-AGG.xml
aug-pV7Z Diffuse		published	diffuse	Mon, 15 Jan 2007 23:44:29 GMT		Dr. David Feller	1D      Diffuse Functions	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/AUG-PV7Z.xml
B2 basis set for Zn		published	orbital	Fri, 23 Oct 2009 21:22:30 GMT	Elizabeth A. Amin	Elizabeth Amin		/files/projects/Basis_Set_Curators/Gaussian/contrib/eamin_new/MODIFIEDWACHTERS-HAYBASISFORZN.xml
Bauschlicher ANO		published	orbital	Tue, 02 Jul 2013 18:43:39 GMT		Dr. David Feller	VQZ3P   Valence Quadruple zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/BAUSCLICHER_ANO.xml
Binning/Curtiss SV		published	orbital	Mon, 15 Jan 2007 23:45:24 GMT		Dr. David Feller	VDZ     Valence Double Zeta: 2 Funct.'s/Valence AO	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/BINCURT-VDZ.xml
Binning/Curtiss SVP		published	orbital	Mon, 15 Jan 2007 23:45:22 GMT		Dr. David Feller	VDZP    Valence Double Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/BINNINGCURTISSSVP-AGG.xml
Binning/Curtiss VTZ		published	orbital	Mon, 15 Jan 2007 23:45:23 GMT		Dr. David Feller	VTZ     Valence Triple Zeta: 3 Functions/valence AO	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/BINCURT-VTZ.xml
Binning/Curtiss VTZP		published	orbital	Mon, 15 Jan 2007 23:45:22 GMT		Dr. David Feller	VTZP    Valence Triple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/BINNINGCURTISSVTZP-AGG.xml
cc-pCV5Z	0	published	orbital	Wed, 15 Sep 2010 18:58:21 GMT	Kirk Peterson	Kirk Peterson		/files/projects/Basis_Set_Curators/Gaussian/contrib/kipeters_new_7/CC-PCV5Z.xml
cc-pCV6Z		published	orbital	Thu, 16 Feb 2017 01:19:30 GMT	Kirk Peterson	Edoardo Apra	cc-pCV6Z	/files/projects/Basis_Set_Curators/Gaussian/contrib/edoapra_new_2/CC-PCV6Z_NEW.xml
cc-pCV6Z (old)		published	orbital	Fri, 14 Oct 2016 23:56:21 GMT		Dr. David Feller	6Z5P    Sextuple Zeta + Polarization + Tight Core	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PCV6Z-AGG.xml
cc-pCV6Z(old)		published	orbital	Mon, 15 Jan 2007 23:46:20 GMT		Dr. David Feller	6Z5P    Sextuple Zeta + Polarization + Tight Core	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PCV6ZOLD-AGG.xml
cc-pCVDZ	0	published	orbital	Mon, 15 Jan 2007 23:46:22 GMT		Dr. David Feller	DZP     Double Zeta + Polarization + Tight Core	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PCVDZ-AGG.xml
cc-pCVDZ-F12		published	orbital	Fri, 08 Jun 2012 18:30:28 GMT	Kirk Peterson	Kirk Peterson	correlation consistent F12 basis sets	/files/projects/Basis_Set_Curators/Gaussian/contrib/kipeters_new_11/CC-PCVDZ-F12.xml
cc-pCVDZ-F12 MP2 Fitting		published	orbital	Mon, 11 Jul 2016 17:50:17 GMT	Grant Hill	Grant Hill	Auxiliary basis set matched to cc-pCVDZ-F12	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_52/CC-PCVDZ-F12MP2FITTING.xml
cc-pCVDZ-F12_OPTRI		published	orbital	Fri, 08 Jun 2012 18:40:22 GMT	Kirk Peterson	Kirk Peterson	CABS RI basis sets for F12 matched to cc-pCVnZ-F12 orbital basis sets	/files/projects/Basis_Set_Curators/Gaussian/contrib/kipeters_new_23/CC-PCVDZ-F12_OPTRI.xml
cc-pCVDZ(old)		published	orbital	Mon, 15 Jan 2007 23:46:16 GMT		Dr. David Feller	DZP     Double Zeta + Polarization + Tight Core	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PCVDZOLD-AGG.xml
cc-pCVQZ	0	published	orbital	Mon, 15 Jan 2007 23:46:21 GMT		Dr. David Feller	QZ3P    Quadruple Zeta + Polarization + Tight Core	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PCVQZ-AGG.xml
cc-pCVQZ-F12		published	orbital	Fri, 08 Jun 2012 18:32:04 GMT	Kirk Peterson	Kirk Peterson	correlation consistent F12 basis sets	/files/projects/Basis_Set_Curators/Gaussian/contrib/kipeters_new_14/CC-PCVQZ-F12.xml
cc-pCVQZ-F12 MP2 Fitting		published	orbital	Mon, 11 Jul 2016 17:53:42 GMT	Grant Hill	Grant Hill	Auxiliary basis set matched to cc-pCVQZ-F12	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_54/CC-PCVQZ-F12MP2FITTING.xml
cc-pCVQZ-F12_OPTRI		published	orbital	Fri, 08 Jun 2012 18:32:50 GMT	Kirk Peterson	Kirk Peterson	CABS RI basis sets for F12 matched to cc-pCVnZ-F12 orbital basis sets	/files/projects/Basis_Set_Curators/Gaussian/contrib/kipeters_new_25/CC-PCVQZ-F12_OPTRI.xml
cc-pCVQZ(old)		published	orbital	Mon, 15 Jan 2007 23:46:15 GMT		Dr. David Feller	QZ3P    Quadruple Zeta + Polarization + Tight Core	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PCVQZOLD-AGG.xml
cc-pCVTZ	0	published	orbital	Mon, 15 Jan 2007 23:46:22 GMT		Dr. David Feller	TZ2P    Triple Zeta + Polarization + Tight Core	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PCVTZ-AGG.xml
cc-pCVTZ-F12		published	orbital	Fri, 08 Jun 2012 18:33:29 GMT	Kirk Peterson	Kirk Peterson	correlation consistent F12 basis sets	/files/projects/Basis_Set_Curators/Gaussian/contrib/kipeters_new_12/CC-PCVTZ-F12.xml
cc-pCVTZ-F12 MP2 Fitting		published	orbital	Mon, 11 Jul 2016 17:51:08 GMT	Grant Hill	Grant Hill	Auxiliary basis set matched to cc-pCVTZ-F12	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_53/CC-PCVTZ-F12MP2FITTING.xml
cc-pCVTZ-F12_OPTRI		published	orbital	Fri, 08 Jun 2012 18:34:01 GMT	Kirk Peterson	Kirk Peterson	CABS RI basis sets for F12 matched to cc-pCVnZ-F12 orbital basis sets	/files/projects/Basis_Set_Curators/Gaussian/contrib/kipeters_new_24/CC-PCVTZ-F12_OPTRI.xml
cc-pCVTZ(old)		published	orbital	Mon, 15 Jan 2007 23:46:16 GMT		Dr. David Feller	TZ2P    Triple Zeta + Polarization + Tight Core	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PCVTZOLD-AGG.xml
cc-pV(5+d)Z	0,1	published	orbital	Mon, 15 Jan 2007 23:46:06 GMT		Dr. David Feller	V5Z4P   Valence Quintuple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PV5Z_PLUS_D.xml
cc-pV(5+d)Z-RI		published	orbital	Wed, 30 Apr 2008 23:59:29 GMT	Christof Hattig	Christof H�ttig		/files/projects/Basis_Set_Curators/Gaussian/contrib/haettig_new_6/CC-PV5PDZ-RI.xml
cc-pV(6+d)Z		published	orbital	Mon, 18 Mar 2013 20:39:22 GMT		Dr. David Feller	V6Z5P   Valence Sextuple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PV6Z_PLUS_D.xml
cc-pV(6+d)Z-RI		published	orbital	Thu, 06 Nov 2008 18:51:01 GMT	Christof Hattig	Christof H�ttig		/files/projects/Basis_Set_Curators/Gaussian/contrib/haettig_new_14/CC-PV6PDZ-RI.xml
cc-pV(D+d)Z	0,1	published	orbital	Mon, 15 Jan 2007 23:46:09 GMT		Dr. David Feller	VDZP    Valence Double Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVDZ_PLUS_D.xml
cc-pV(D+d)Z-RI		published	orbital	Wed, 30 Apr 2008 23:59:04 GMT	Christof Hattig	Christof H�ttig		/files/projects/Basis_Set_Curators/Gaussian/contrib/haettig_new_0/CC-PVDPDZ-RI.xml
cc-pV(Q+d)Z	0,1	published	orbital	Mon, 15 Jan 2007 23:46:07 GMT		Dr. David Feller	VQZ3P   Valence Quadruple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVQZ_PLUS_D.xml
cc-pV(Q+d)Z-RI		published	orbital	Wed, 30 Apr 2008 23:58:38 GMT	Christof Hattig	Christof H�ttig		/files/projects/Basis_Set_Curators/Gaussian/contrib/haettig_new_2/CC-PVQPDZ-RI.xml
cc-pV(T+d)Z	0,1	published	orbital	Mon, 10 Nov 2008 18:30:28 GMT		Dr. David Feller	VTZ2P   Valence Triple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVTZ_PLUS_D.xml
cc-pV(T+d)Z-DK		published	orbital	Tue, 13 May 2014 20:29:59 GMT	Angela K. Wilson	Wanyi Jiang	tight-d cc-pV(T+d)Z-DK for Al-Ar	/files/projects/Basis_Set_Curators/Gaussian/contrib/wanyi_new_0/CC-PVTPDZ-DK.xml
cc-pV(T+d)Z-RI		published	orbital	Wed, 30 Apr 2008 23:57:39 GMT	Christof Hattig	Christof H�ttig		/files/projects/Basis_Set_Curators/Gaussian/contrib/haettig_new_1/CC-PVTPDZ-RI.xml
cc-pV(T+d)Z+		published	orbital	Mon, 11 Jul 2016 23:49:15 GMT	Donald G. Truhlar	Ewa Papajak	cc-pV(T+d)Z+ basis set is the cc-pV(T+d)Z+ basis set of Dunning and coworkers augmented with only s and p diffuse functions of Pople and coworkers on the heavy atoms.	/files/projects/Basis_Set_Curators/Gaussian/contrib/Papajak_new_7/CC-PVTPDZP.xml
cc-pV5Z	0,1	published	orbital	Mon, 26 Jan 2009 19:35:34 GMT		Dr. David Feller	V5Z4P   Valence Quintuple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PV5Z.xml
cc-pV5Z-DK	0	published	orbital	Thu, 06 Nov 2008 18:10:40 GMT		Dr. David Feller	V5Z4P   Douglas-Kroll Valence Quintuple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PV5Z-DK.xml
cc-pV5Z-NR MP2 Fitting		published	orbital	Fri, 09 May 2014 22:10:46 GMT	Grant Hill	Grant Hill	MP2 auxiliary basis for use with cc-pV5Z-NR AO basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_46/CC-PV5Z-NRMP2FITTING.xml
cc-pV5Z-PP		published	ecporb	Fri, 23 Oct 2009 21:41:03 GMT		Dr. David Feller	V5ZP    Valence Quintuple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PV5Z-PP.xml
cc-pV5Z-PP MP2 Fitting		published	orbital	Tue, 26 Jun 2012 17:30:27 GMT	Grant Hill	Grant Hill	MP2 auxiliary basis set for use with cc-pV5Z-PP AO basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_5/CC-PV5Z-PPMP2FITTING.xml
