,E1,E2,nu12,G12,alpha1,alpha2,h0,Nx,Ny,Nxy,Mx,My,Mxy,Ti,Tf,Ex,Ey,nu,Gxy,alphax,alphay,alphaxy
29,50.0,500.0,0.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
30,311.56,6.73780487805,0.31,3.07414104882,-1.14520477597e-07,2.936e-05,0.2286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8458,11.8458,0.926685,78.6936,6.92231e-07,6.92231e-07,0.0
31,183.704,8.71058558559,0.304,4.25075906412,2.77838261551e-07,2.84e-05,0.2286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.662,15.662,0.842261,46.9855,1.89348e-06,1.89348e-06,-1.22e-38
32,76.04,7.33833718245,0.382,3.7920502452,6.29405576013e-06,2.9e-05,0.2286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9858,12.9858,0.712244,19.7207,8.88185e-06,8.88185e-06,-5.28683e-38
33,100.0,300.0,0.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
34,171.12,6.57975460123,0.316,3.09421991658,2.20196353436e-07,3.536e-05,0.2286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.591,11.591,0.873016,43.5526,1.89333e-06,1.89333e-06,0.0
35,311.52,6.57975460123,0.286,3.11995995773,-5.93220338983e-08,3.536e-05,0.2286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0148,12.0148,0.925471,78.72,8.71827e-07,8.71827e-07,0.0
36,138.0,14.5,0.21,5.86,1e-06,3e-05,0.2286,1.0,12.0,12.0,5.0,0.0,0.0,0.0,0.0,20433800000.0,20433800000.0,0.7435,36772900000.0,4.2083e-06,4.2083e-06,-9.57081e-40
37,30.0,30.0,0.2,5.0,7.4e-06,7.4e-06,3.0,5000.0,5000.0,0.0,0.0,0.0,0.0,-80.0,500.0,15789500000.0,15789500000.0,0.578947,12500000000.0,7.4e-06,7.4e-06,0.0
38,166.72,5.75949367089,0.284,2.61337169475,3.93474088292e-08,2.9e-05,0.2286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.86817,9.86817,0.888016,42.4202,1.25794e-06,1.25794e-06,6.26847e-39
39,300.0,350.0,0.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
40,300.0,100.0,0.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
41,0.0,300.0,-1.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
42,450.0,350.0,0.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
43,300.0,350.0,0.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
44,50.0,250.0,-1.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
45,200.0,300.0,-1.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
46,400.0,300.0,-1.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
47,100.0,50.0,-1.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
48,200.0,400.0,-1.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
49,450.0,300.0,-1.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
50,200.0,100.0,-1.0,200.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
51,200.0,100.0,0.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
52,400.0,50.0,0.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
53,50.0,500.0,-1.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
54,500.0,450.0,-1.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
55,400.0,500.0,-1.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
56,0.0,250.0,-1.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
57,350.0,400.0,-1.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
58,500.0,400.0,0.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
59,150.0,500.0,0.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
60,150.0,150.0,0.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
61,300.0,300.0,-1.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
62,450.0,50.0,0.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
63,0.0,250.0,-1.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
64,150.0,200.0,0.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
65,200.0,250.0,0.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
66,350.0,100.0,-1.0,200.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
67,300.0,400.0,-1.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
68,0.0,150.0,-1.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
69,500.0,250.0,-1.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
70,500.0,150.0,-1.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
71,0.0,50.0,-1.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
72,100.0,350.0,0.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
73,0.0,400.0,-1.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
74,250.0,150.0,0.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
75,150.0,200.0,0.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
76,350.0,300.0,-1.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
77,200.0,400.0,-1.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
78,250.0,350.0,-1.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
79,300.0,50.0,0.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
80,150.0,100.0,-1.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
81,0.0,400.0,0.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
82,0.0,50.0,-1.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
83,50.0,0.0,0.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
84,0.0,0.0,0.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
85,350.0,100.0,0.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
86,300.0,300.0,-1.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
87,150.0,0.0,-1.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
88,400.0,450.0,-1.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
89,100.0,500.0,0.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
90,300.0,450.0,0.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
91,0.0,50.0,-1.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
92,150.0,0.0,-1.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
93,50.0,100.0,0.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
94,0.0,200.0,0.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
95,50.0,300.0,-1.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
96,50.0,100.0,0.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
97,150.0,150.0,0.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
98,300.0,400.0,-1.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
99,400.0,100.0,-1.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
100,500.0,200.0,-1.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
101,450.0,450.0,0.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
102,500.0,200.0,-1.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
103,200.0,150.0,-1.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
104,250.0,450.0,0.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
105,100.0,400.0,0.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
106,200.0,200.0,0.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
107,0.0,150.0,0.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
108,300.0,250.0,0.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
109,250.0,50.0,-1.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
110,200.0,400.0,0.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
111,400.0,350.0,-1.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
112,100.0,150.0,0.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
113,100.0,500.0,-1.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
114,250.0,50.0,0.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
115,138.16,6.73780487805,0.298,3.03165403477,2.43775332947e-07,2.936e-05,0.2286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2171,11.2171,0.85,35.3737,1.95377e-06,1.95377e-06,0.0
116,104.52,6.64538310413,0.322,3.05991440799,5.94718714122e-06,3.5e-05,0.2286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0734,11.0734,0.809427,26.8988,8.15806e-06,8.15806e-06,0.0
117,237.16,6.73780487805,0.292,3.06629458209,-2.49620509361e-08,2.936e-05,0.2286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6881,11.6881,0.905906,60.1364,1.0072e-06,1.0072e-06,0.0
118,500.0,50.0,0.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
119,138.08,6.41975308642,0.27,3.00751879699,2.52607184241e-07,3.136e-05,0.2286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1284,11.1284,0.850092,35.3782,1.96665e-06,1.96665e-06,0.0
120,171.56,8.2183908046,0.316,4.10190283683,2.70925623689e-07,2.936e-05,0.2286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0767,15.0767,0.837765,43.8559,1.97177e-06,1.97177e-06,0.0
121,70.0,70.0,0.1,5.0,2.1e-06,2.1e-06,3.0,5000.0,5000.0,0.0,0.0,0.0,0.0,-80.0,500.0,17721500000.0,17721500000.0,0.772152,31818200000.0,2.1e-06,2.1e-06,0.0
122,75.52,5.5076142132,0.398,2.55691471288,5.88983050847e-06,2.9e-05,0.2286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1452,9.1452,0.78833,19.3848,7.97315e-06,7.97315e-06,0.0
123,25.0,25.0,0.2,4.0,1.16e-05,1.16e-05,1.5,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,12738900000.0,12738900000.0,0.592357,10416700000.0,1.16e-05,1.16e-05,0.0
124,30.0,30.0,0.2,5.0,7.4e-06,7.4e-06,1.5,0.0,2500.0,0.0,0.0,0.0,0.0,-273.0,500.0,15789500000.0,15789500000.0,0.578947,12500000000.0,7.4e-06,7.4e-06,0.0
125,104.32,5.80971659919,0.326,2.58816837315,5.64417177914e-06,2.9e-05,0.2286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4949,9.4949,0.834289,26.7437,7.22361e-06,7.22361e-06,0.0
126,200.0,250.0,0.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
127,350.0,400.0,-1.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
128,0.0,400.0,-1.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
129,0.0,0.0,-1.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
130,150.0,350.0,0.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
131,150.0,100.0,-1.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
132,350.0,150.0,0.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
133,250.0,100.0,-1.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
134,50.0,150.0,-1.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
135,100.0,300.0,0.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
136,350.0,300.0,0.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
137,150.0,150.0,-1.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
138,150.0,500.0,0.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
139,200.0,350.0,-1.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
140,0.0,300.0,-1.0,150.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
141,300.0,0.0,-1.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
142,200.0,100.0,0.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
143,250.0,150.0,0.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
144,300.0,100.0,0.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
145,150.0,400.0,0.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
146,100.0,200.0,-1.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
147,450.0,500.0,-1.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
148,300.0,50.0,-1.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
149,450.0,400.0,-1.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
150,350.0,450.0,-1.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
151,100.0,400.0,-1.0,50.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
152,450.0,400.0,0.0,0.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
153,150.0,400.0,-1.0,100.0,-10.0,-10.0,0.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-273.15,-273.15,,,,,,,
